iso3,country_display,year,wealth_pc,human_capital_pc,natural_capital_pc,produced_capital_pc,net_foreign_assets_pc,region,income_group,gini_index,population_total,gdp_per_capita_current_usd,education_expenditure_pct_gdp,lower_secondary_completion_rate,tertiary_enrolment_rate,school_life_expectancy,log_wealth_pc,human_capital_share,natural_capital_share,produced_capital_share
LTU,Lithuania,2006,81021.7028662842,52261.2710828221,5603.184176314991,28109.679005085,-4952.43139793799,Europe & Central Asia,High income,34.4,3269909,9210.10118229413,4.83653020858765,,82.45318,16.69487,11.302472334386762,0.6450280509294225,0.0691565837064955,0.3469401161745066
LTU,Lithuania,2007,104405.472165113,69456.2492622784,8583.96604065209,33889.1776196252,-7523.920757442739,Europe & Central Asia,High income,34.8,3231294,12295.1212779366,4.59159994125366,,82.51583,16.69596,11.556037368431683,0.6652548743080839,0.082217587475462,0.3245919674213134
LTU,Lithuania,2008,125109.401341293,84537.1599434472,9742.27005463353,38346.6266442209,-7516.655301008571,Europe & Central Asia,High income,35.7,3198231,14955.5345462921,4.83649015426636,,85.74509,16.7258,11.736943844241193,0.6757058944981561,0.0778700077706953,0.3065047569016254
LTU,Lithuania,2009,95557.5778694333,62843.6413878866,7542.188648596589,32769.799757187,-7598.05192423704,Europe & Central Asia,High income,37.2,3162916,11854.3711053096,5.56941986083984,,89.25217,16.83357,11.467484254419404,0.6576520961399217,0.0789282107893314,0.3429325071629857
LTU,Lithuania,2010,84309.5353347679,57368.0976123104,8447.0783111528,25875.9927272249,-7381.6333159202095,Europe & Central Asia,High income,33.6,3097282,11829.122609457,5.36880016326904,,86.57257,16.79045,11.342250249512231,0.6804461367806011,0.1001912568680634,0.3069165619817389
LTU,Lithuania,2011,98741.9198353853,65521.1442357249,11316.0602998744,29177.886893335,-7273.17159354914,Europe & Central Asia,High income,32.5,3028115,14261.8433787325,5.15469980239868,103.04326,84.05559,16.85102,11.50026485496377,0.6635595534799866,0.1146023929729099,0.295496451172694
LTU,Lithuania,2012,96839.5609032569,65550.6202386352,12402.658160573334,27011.7324629308,-8125.449958882438,Europe & Central Asia,High income,35.1,2989139,14288.1853493139,4.78232002258301,102.89739,79.75163,16.67333,11.480810876791994,0.6768991890010789,0.1280742915900211,0.2789328267392251
LTU,Lithuania,2013,103983.411492243,71761.6924361742,11652.343480593689,28951.595612808,-8382.220037333222,Europe & Central Asia,High income,35.3,2961250,15636.5252586048,4.62416982650757,106.44391,73.5332,16.60784,11.551986660518974,0.6901263519472768,0.1120596382958923,0.2784251372149657
LTU,Lithuania,2014,117116.444583616,82269.5180788185,11516.702301645872,30494.7435146842,-7164.519311532251,Europe & Central Asia,High income,37.7,2937253,16446.1647181663,4.5076699256897,100.82068,70.40061,16.46251,11.670923971695556,0.7024591497061855,0.0983354843343408,0.2603796898300843
LTU,Lithuania,2015,107712.138412427,77059.0784075102,10450.824747592002,26397.952164217,-6195.716906892119,Europe & Central Asia,High income,37.4,2911109,14269.8039878287,4.21646022796631,101.01957,69.74054,16.44508,11.587217562572928,0.715416846636662,0.0970255061465409,0.2450787121423578
LTU,Lithuania,2016,112805.878982727,82250.4541039501,9849.29600359765,26894.263652329,-6188.134777150099,Europe & Central Asia,High income,38.4,2877325,14934.2702840428,4.01143980026245,101.32278,71.11852,16.49953,11.633423735329163,0.7291326910057978,0.0873119033548401,0.2384118974548045
LTU,Lithuania,2017,126948.033025091,92585.9995033205,11128.071230072874,30013.7599372246,-6779.7976455265,Europe & Central Asia,High income,37.3,2842639,16800.1510246099,3.81236004829407,97.9981,72.41746,16.63731,11.751533092921344,0.7293220485347818,0.0876584769759562,0.2364255610899654
LTU,Lithuania,2018,141465.532042982,102797.056602218,11045.788576997273,33317.7627558737,-5695.075892106599,Europe & Central Asia,High income,35.7,2819200,19247.2315367967,3.85628008842468,99.39676,73.7303,16.56925,11.859811376590368,0.7266579718583661,0.0780811298517662,0.2355185908165293
LUX,Luxembourg,1995,615796.809805634,281318.751486961,6205.26038934988,208610.515885885,119662.28204344003,Europe & Central Asia,High income,28.3,408625,51032.349635318,3.65909004211426,,7.3809,11.82687,13.330672333890156,0.4568369744814926,0.0100767985324712,0.3387651780004015
LUX,Luxembourg,1996,513716.857236766,275680.650250913,4448.06887979382,202020.75323069,31567.38487536996,Europe & Central Asia,High income,29.0,414225,50444.3591236175,3.47681999206543,,8.09228,12.25013,13.149427531250344,0.5366392914061121,0.0086586001941216,0.3932531128476888
LUX,Luxembourg,2001,594801.692811848,281282.670232396,2620.8847551287,189353.49142831,121544.64639602044,Europe & Central Asia,High income,30.9,441525,48440.1420151355,3.53973007202148,,10.21577,13.50298,13.295983339582662,0.4729015966694186,0.0044063169066295,0.3183472638303463
LUX,Luxembourg,2012,991394.948423254,655742.497938361,5853.626931505691,256968.441555972,72830.38199749961,Europe & Central Asia,High income,34.3,530946,112584.676270958,3.87815999984741,109.64274,19.4322,13.88231,13.806868269158468,0.6614341731126174,0.0059044348983374,0.2591988611245829
LUX,Luxembourg,2015,894066.419102642,597663.332874574,3015.49946524088,228066.767386559,65320.819376297295,Europe & Central Asia,High income,32.9,569604,105462.012584423,3.76792001724243,97.20722,19.77631,14.06477,13.703535345694224,0.6684775539097394,0.0033727913282633,0.2550892892448252
LUX,Luxembourg,2017,946729.513539236,606721.987482153,2910.85838767336,243005.41709926,94091.25057020038,Europe & Central Asia,High income,34.5,596336,110193.213797228,3.48645997047424,95.33415,19.15177,14.25582,13.76076870680717,0.6408609627199587,0.003074646291306,0.2566788228570302
LUX,Luxembourg,2018,981827.904189978,651555.483273465,3154.00945150498,258142.344354227,68976.06711069867,Europe & Central Asia,High income,35.4,607950,116926.759593905,3.66211009025574,114.80571,18.59047,14.31532,13.797171321662768,0.6636147541671343,0.0032123852235663,0.262920154593893
LVA,Latvia,1996,42562.1960196541,14389.8676068107,4523.39674781529,23839.7976103925,-190.86594536431903,Europe & Central Asia,High income,31.6,2457222,2360.1714816213,5.41694021224976,84.83611,26.86086,11.89088,10.658721720890542,0.3380903466580023,0.1062773346029068,0.5601167195269697
LVA,Latvia,1997,41842.1852982759,13707.7660039018,3997.49234587091,24351.4900269655,-214.5630784622599,Europe & Central Asia,High income,34.4,2432851,2609.89308697195,5.66772985458374,85.84862,33.2554,12.27278,10.641660327257185,0.3276063596149369,0.095537370177356,0.5819841830290088
LVA,Latvia,1998,44051.483430716,14482.1829563355,3881.54999176257,26215.9620859289,-528.2116033110199,Europe & Central Asia,High income,33.3,2410019,2893.79998716563,5.96775007247925,,42.75383,12.88968,10.693114306863498,0.3287558517549817,0.0881139450812696,0.5951209821835232
LVA,Latvia,2002,53327.0830522042,18243.9215513284,4568.4623782788,32010.2581132008,-1495.55899060373,Europe & Central Asia,High income,35.1,2310173,4003.60935783538,5.78911018371582,,67.8093,15.02884,10.884199605909073,0.3421136223308639,0.0856687093461784,0.6002626860701262
LVA,Latvia,2004,75045.7746075862,28426.3939331971,6282.60175589333,43709.5533424995,-3372.77442400366,Europe & Central Asia,High income,36.4,2263122,6109.73265186817,5.04684019088745,,74.60856,15.68219,11.225853534445148,0.3787874011806595,0.0837169286178337,0.5824385659426722
LVA,Latvia,2006,110405.806747569,51724.6999045877,7112.17300796216,58222.9575111003,-6654.023676081021,Europe & Central Asia,High income,35.6,2218357,9211.7374468148,4.94490003585815,,74.59651,15.98434,11.611918008793108,0.4684961908104223,0.0644184687153582,0.5273541240835351
LVA,Latvia,2007,164269.067903155,83645.9480217954,9611.46190463721,81614.6370820816,-10602.979105359402,Europe & Central Asia,High income,37.5,2200325,13370.9789452508,4.89059019088745,,73.0433,15.90223,12.00926102034343,0.5092008440147049,0.0585104793454094,0.4968350896724975
LVA,Latvia,2008,179502.85049456,100331.396618901,11599.2555695009,79563.0751723275,-11990.8768661687,Europe & Central Asia,High income,37.2,2177322,15677.6080864506,5.63671016693115,,72.36354,15.92555,12.097946366976917,0.558940408703658,0.0646187820279345,0.4432412908938108
LVA,Latvia,2009,126019.751823743,64376.5208574262,12735.0583742634,60006.9931847784,-11098.820592724698,Europe & Central Asia,High income,35.9,2141669,11996.0322729773,5.67728996276855,,73.05489,15.57306,11.744193934153868,0.5108446884379375,0.1010560502616703,0.4761713327979485
LVA,Latvia,2010,106320.486905724,51794.65110288,12773.7035545568,52290.1157576585,-10537.983509371696,Europe & Central Asia,High income,35.0,2097555,11188.4191700977,5.14355993270874,,69.05104,15.5037,11.574213273001584,0.4871558869816605,0.1201433884128412,0.4918159921899619
LVA,Latvia,2011,117880.344564718,58713.3543137361,13649.593327843,56082.9671080535,-10565.570184914504,Europe & Central Asia,High income,35.8,2059709,12902.574053337,5.24315977096558,,67.95347,15.53017,11.677425359859898,0.4980758626939847,0.11579193612171,0.4757618186063508
LVA,Latvia,2012,120199.263445621,62512.1430698928,14311.9755310419,53366.2032775085,-9991.058432821996,Europe & Central Asia,High income,35.2,2034319,13329.3499931271,6.83852005004883,,66.64355,15.38468,11.696906173324212,0.520070932865356,0.1190687456875868,0.443981117252451
LVA,Latvia,2013,127604.732922843,70269.2355565461,12696.9076205772,55422.3983321237,-10783.8085864039,Europe & Central Asia,High income,35.5,2012647,14484.4715282132,7.24962997436523,104.65116,69.0766,15.82871,11.756692741076751,0.5506789125058146,0.0995018549057617,0.434328704450447
LVA,Latvia,2014,133180.791769808,76217.9025681003,12147.9758618706,54163.4780274506,-9348.564687613802,Europe & Central Asia,High income,35.1,1993782,15185.814581236,5.47479009628296,99.87355,70.89794,15.817,11.79946282075738,0.5722890032057824,0.0912141736089643,0.4066913652313142
LVA,Latvia,2015,120678.146912637,70445.6394985787,11428.8999242601,47043.1915763873,-8239.584086589002,Europe & Central Asia,High income,34.2,1977527,13321.9753140616,5.46670007705688,95.57563,74.29988,15.8314,11.700882337774235,0.5837481043653802,0.0947056299475154,0.3898236157905495
LVA,Latvia,2016,124060.120759089,74993.3415921622,11576.3347523794,45026.4082672326,-7535.9638526856,Europe & Central Asia,High income,34.3,1959537,13838.5266823272,4.82350015640259,96.21353,80.60481,15.98269,11.72852157191926,0.6044919280531007,0.0933122963410567,0.3629402260108136
LVA,Latvia,2017,136002.250080048,81506.1245298267,14658.145168807,48566.0109933648,-8728.030611950602,Europe & Central Asia,High income,35.6,1942248,15132.4958333982,4.52905988693237,98.80857,88.05743,16.16769,11.82042670928756,0.5992998239503682,0.1077786960155404,0.3570971139431876
LVA,Latvia,2018,155540.988400694,94417.2461541274,13471.5917134509,55664.4005946051,-8012.250061489001,Europe & Central Asia,High income,35.1,1927174,17252.1710428626,4.39430999755859,99.35905,93.02448,16.23089,11.954664566868669,0.6070248564378167,0.0866112003785543,0.3578760889136585
MAR,Morocco,1998,12036.2456674691,6926.48690062504,4701.170526475684,1157.58547246807,-748.9972320997231,Middle East & North Africa,Lower middle income,39.4,27621648,1668.49755859375,4.59939002990723,,9.23924,7.67889,9.395677848597558,0.5754690533897597,0.3905844609986441,0.0961749622306836
MDA,Moldova,1999,6409.21631813833,383.006813479536,2233.5272627591494,4253.3353046283,-460.65306272866405,Europe & Central Asia,Upper middle income,42.6,2930622,399.499818596336,4.6625599861145,72.77884,32.69492,11.42738,8.765492283179652,0.0597587590226299,0.3484867964961926,0.6636279840627624
MDA,Moldova,2000,6223.56345043445,409.098531447451,2139.0917539107995,4171.83977256806,-496.466607491859,Europe & Central Asia,Upper middle income,36.4,2924668,440.538683980372,4.48639011383057,86.85348,32.52967,11.37467,8.736097923686634,0.0657338090477559,0.3437085153781914,0.6703297565443532
MDA,Moldova,2001,6308.44611376482,508.516991640391,2089.354426975875,4323.29480576715,-612.720110618597,Europe & Central Asia,Upper middle income,38.0,2918135,507.404076252819,4.84684991836548,80.4272,31.7273,11.27671,8.749644667485363,0.080608914219117,0.3311995361927516,0.6853184964731432
MDA,Moldova,2002,6646.90109514069,618.082077412093,2279.359579559501,4365.66100546438,-616.20156729529,Europe & Central Asia,Upper middle income,35.8,2911385,570.799866188293,5.4979100227356,81.96587,32.20523,11.48637,8.801906024307092,0.0929880057736906,0.3429206403004641,0.6567964443845805
MDA,Moldova,2004,10268.0715088493,991.163049460289,3198.921284625097,6646.35282655604,-568.365651792131,Europe & Central Asia,Upper middle income,35.0,2896023,897.178494749468,6.77103996276855,86.26014,34.35557,11.87462,9.236794506209993,0.0965286469427173,0.3115406122627974,0.6472834573491268
MDA,Moldova,2005,11468.3016168537,1116.50335048303,3249.079132493561,7663.81585123631,-561.0967173592069,Europe & Central Asia,Upper middle income,36.3,2888985,1034.39197746993,7.16270017623901,88.84029,36.09843,11.92158,9.347342127394558,0.0973555969998406,0.2833095292609628,0.6682607510055057
MDA,Moldova,2006,12579.5867504155,1292.03054889702,3400.2178339684606,8498.93856984323,-611.6002022931931,Europe & Central Asia,Upper middle income,35.4,2880967,1183.02481442894,7.49899005889893,89.02025,39.40245,12.09875,9.43983067998637,0.1027085050193993,0.2702964653315143,0.6756134949792777
MDA,Moldova,2007,15737.1352191979,1475.5520797208,3807.878830705161,11184.665144788,-730.96083601602,Europe & Central Asia,Upper middle income,34.4,2874299,1531.21618590748,8.29337024688721,86.31811,41.20459,12.05499,9.66377849900202,0.0937624325627423,0.2419677265058946,0.710717992125003
MDA,Moldova,2008,22526.8754513098,2113.16189210745,5085.521602992811,16084.5970867974,-756.40513058794,Europe & Central Asia,Upper middle income,34.7,2868833,2110.55305353857,8.23727035522461,86.9908,39.9985,11.9853,10.022464339890002,0.0938062580704943,0.2257535277799531,0.714018112345988
MDA,Moldova,2009,19303.4404112749,1876.89566365422,3473.587182454626,14668.4366586924,-715.4790935263802,Europe & Central Asia,Upper middle income,32.9,2865213,1898.43975710988,9.5097599029541,86.87018,38.29286,11.83688,9.868038618658163,0.0972311475915945,0.1799465332835564,0.7598871675810054
MDA,Moldova,2010,20393.4643702194,2291.00670898118,4859.3205805646585,13990.0747410747,-746.9376604011898,Europe & Central Asia,Upper middle income,32.1,2862354,2436.79935102421,7.5922999382019,87.75343,38.14536,11.76732,9.92296975449274,0.1123402413337255,0.2382783274263459,0.6860077565587347
MDA,Moldova,2011,20177.5218839442,3025.77980132697,2309.5568777676926,15727.2835671729,-885.0983623233403,Europe & Central Asia,Upper middle income,30.6,2860699,2941.36224066021,7.13638019561768,86.40908,39.44804,11.78789,9.912324485769576,0.1499579491837729,0.1144618695522501,0.7794457445087708
MDA,Moldova,2012,19776.9481522432,3495.33294991486,2130.890314000552,15003.7751022197,-853.0502138918503,Europe & Central Asia,Upper middle income,29.2,2860324,3044.8084324815,6.98338985443115,85.14983,40.10864,11.77853,9.892272303699698,0.1767377313733009,0.1077461647569145,0.7586496655965546
MDA,Moldova,2013,19284.2145140986,3993.27974505824,1894.7390376755227,14150.5081111102,-754.3123797454,Europe & Central Asia,Upper middle income,28.5,2859558,3321.04397795719,5.90975516494477,83.40754,41.27717,11.81358,9.867042139405696,0.2070750531290124,0.0982533686446128,0.7337871138471743
MDA,Moldova,2014,14577.5186764899,3826.20196676688,1968.2009555142213,9408.41865170214,-625.30289749336,Europe & Central Asia,Upper middle income,26.8,2857815,3289.95758568777,6.33806991577148,85.00368,41.48967,11.76271,9.587235804281558,0.2624727878371812,0.1350161847975174,0.6454060434081762
MDA,Moldova,2015,13881.6756636683,3235.30427809976,1596.9209385475992,9734.57564897947,-685.1252019585402,Europe & Central Asia,Upper middle income,27.0,2835978,2749.55137054338,5.76665405944246,84.07425,41.21348,11.63386,9.53832495182226,0.2330629497825923,0.115038052843082,0.7012536443606161
MDA,Moldova,2016,13191.0889433408,3295.49162534987,1823.608409615709,8843.61091276594,-771.6220043907199,Europe & Central Asia,Upper middle income,26.3,2803186,2847.08794770479,5.67208003997803,83.07987,41.12171,11.56715,9.487296800555384,0.2498271097636347,0.1382454790084872,0.670423112962969
MDA,Moldova,2017,13667.7847331169,3226.609290307,2197.930408792184,9361.13567600267,-1117.89064198499,Europe & Central Asia,Upper middle income,25.9,2755189,3453.26727720294,5.71016979217529,82.10988,41.08352,11.61391,9.522796863412362,0.2360740495487143,0.160811020345281,0.6849051151150146
MDA,Moldova,2018,16258.9744838668,4487.61562296289,2342.152546224583,10902.3134292917,-1473.10711461239,Europe & Central Asia,Upper middle income,25.7,2707203,4156.44981956646,5.53887987136841,85.10188,39.82124,11.53408,9.696400311239923,0.2760085285462371,0.1440529074295932,0.6705412718440316
MDG,Madagascar,1997,4329.84885058871,1751.21472777111,2408.563788763595,350.597941549627,-180.527607495631,Sub-Saharan Africa,Low income,39.4,14990814,284.371843967244,1.53846001625061,,1.97616,,8.373287912901969,0.40445169986315,0.5562697156128472,0.080972328052966
MDG,Madagascar,1999,3951.71266882914,1801.54969776866,2037.8457412685248,325.655513048104,-213.3382832561546,Sub-Saharan Africa,Low income,38.6,16000506,267.360530991414,2.40500998497009,,2.1455,,8.28190435096882,0.4558908627085087,0.5156867191643065,0.0824087023373065
MDG,Madagascar,2001,3805.68022601483,1939.42072480481,1727.13833983118,335.235206753182,-196.1140453743383,Sub-Saharan Africa,Low income,47.4,17032939,319.283278235657,2.707200050354,12.72205,2.02616,,8.244250025938236,0.5096121086441624,0.4538317034691526,0.0880881174570539
MDG,Madagascar,2005,4546.02895824552,1866.32702588295,2368.7818590696293,349.074259948646,-38.154186655709296,Sub-Saharan Africa,Low income,39.9,19159707,305.812074924388,3.3096399307251,18.15766,2.67593,9.10393,8.422009374441808,0.4105400654119974,0.5210661614403419,0.0767866335993087
MDG,Madagascar,2010,6367.84607675563,2797.29251888289,3426.0900223169047,386.05330113232,-241.58976557647705,Sub-Saharan Africa,Low income,42.4,22183340,450.009391645726,2.28856151148168,28.7913,3.66996,,8.759016555868335,0.4392839407808189,0.5380296541436617,0.0606254134410565
MDG,Madagascar,2012,7883.48270007811,3537.2211665455,4196.116332703972,431.166386708427,-281.021185879796,Sub-Saharan Africa,Low income,42.6,23462438,493.511162904211,2.34067010879517,33.46426,4.14152,10.30861,8.97252505222826,0.448687629708435,0.5322668282968892,0.0546923743111854
MDV,Maldives,2002,25875.2058908862,17202.6164536472,3222.60819826626,6212.93781545311,-762.9565764804071,South Asia,Upper middle income,41.3,291616,3076.07007160101,5.79186010360718,,0.0,11.69769,10.16104048767171,0.6648301283548946,0.1245442533619155,0.2401116281606647
MEX,Mexico,1998,46401.8478687173,28207.1160422543,5696.24754845575,14444.5778264939,-1946.0935484866309,Latin America & Caribbean,Upper middle income,53.3,95575245,5832.69342004468,3.17838001251221,,18.23563,11.5101,10.7450945621782,0.6078877746864618,0.1227590669356938,0.3112931594310922
MEX,Mexico,2000,62477.008399033,37781.879237616,6994.08265220215,19893.7557428392,-2192.70923362438,Latin America & Caribbean,Upper middle income,53.4,98625552,7524.0271380091,3.80870008468628,70.24668,20.49101,11.98775,11.042553902429868,0.6047325281055034,0.1119465037047196,0.3184172266344799
MEX,Mexico,2002,76126.6593883712,47508.7703469651,6002.8477659091695,24599.3634340025,-1984.3221585055496,Latin America & Caribbean,Upper middle income,50.6,101548624,7983.03398381759,4.24307012557983,74.8188,22.10585,12.37417,11.240153802979826,0.6240753335121697,0.0788534242030084,0.3231373034314467
MEX,Mexico,2004,68964.4674185459,41813.0825613832,6282.503391564251,23145.8562967059,-2276.9748311074304,Latin America & Caribbean,Upper middle income,50.3,104394131,7849.66759649565,4.51204013824463,80.13591,23.66081,12.74704,11.1413466859908,0.6062989264836813,0.0910976859059272,0.3356200252549405
MEX,Mexico,2005,73684.9044960003,44887.2350828729,7460.87406497504,23769.3556382717,-2432.56029011934,Latin America & Caribbean,Upper middle income,50.9,105811504,8671.75891885163,4.63395023345947,82.11017,24.2164,12.79952,11.2075532335347,0.6091781673586811,0.1012537658290651,0.3225810741135171
MEX,Mexico,2006,79475.4402380337,48238.202296258,8485.70921837538,25686.1289672658,-2934.6002438655,Latin America & Caribbean,Upper middle income,49.7,107253666,9512.63575346699,4.4931697845459,81.82424,24.79043,12.91389,11.283203325090918,0.6069573462164123,0.1067714654107001,0.323195806029313
MEX,Mexico,2008,83848.9267871453,46625.5795561959,10930.6469974467,28957.9540233982,-2665.25378989548,Latin America & Caribbean,Upper middle income,50.8,110374288,10523.7685403244,4.60609006881714,82.37144,26.11203,13.20758,11.336771967970224,0.5560665036841469,0.1303612033722828,0.34535867223333
MEX,Mexico,2010,69684.6307437773,45234.9167204259,5796.39495908828,22291.9777648803,-3638.65870061726,Latin America & Caribbean,Upper middle income,47.7,113623895,9728.80078377082,4.93695020675659,85.08162,27.56347,13.39921,11.151735066605472,0.6491376396432335,0.0831803928243658,0.3198980539460048
MEX,Mexico,2012,73514.4681718823,44919.4344916119,11778.47276138396,21320.2705308079,-4503.709611921409,Latin America & Caribbean,Upper middle income,49.6,116818208,10744.1335242686,4.88348007202148,85.37721,29.47184,13.70121,11.20523751170527,0.6110284901549845,0.1602197914816579,0.2900146197202912
MEX,Mexico,2014,75397.4901415406,51360.4260869826,7088.47066128372,21508.9483675081,-4560.354974233819,Latin America & Caribbean,Upper middle income,48.9,119784261,11391.3773497683,5.06808996200562,87.26726,31.09414,14.04315,11.230529266194544,0.6811954348953233,0.0940146767216896,0.2852740631966692
MEX,Mexico,2016,62866.1357806518,43653.88967449,5468.4759049349805,17567.2805576666,-3823.5103564398314,Latin America & Caribbean,Upper middle income,46.9,122251351,9097.92397674769,4.75795984268188,96.01552,38.43338,14.63751,11.048762915843346,0.6943943528961943,0.0869860352800307,0.2794394842234481
MEX,Mexico,2018,66997.4008689428,44998.6037317225,6239.41301814545,20277.4274690839,-4518.04335000908,Latin America & Caribbean,Upper middle income,46.0,124573711,10084.7937562021,4.13945007324219,91.48666,41.5228,14.86537,11.11240910461978,0.6716470064226323,0.0931291801953735,0.3026599122665916
MKD,North Macedonia,2002,12374.1142646894,6732.79631228341,2870.824668023768,3545.68055943061,-775.187275048428,Europe & Central Asia,Upper middle income,38.5,2020157,1989.13537265159,3.30014991760254,94.36519,26.82514,11.63331,9.423362010304755,0.5441032924268384,0.2320024372343088,0.2865401501543035
MLI,Mali,2001,3243.62068680858,1136.66152988512,2122.998278412272,182.513618953377,-198.55274044218908,Sub-Saharan Africa,Low income,39.9,11912158,346.224554251022,2.65844988822937,15.91958,2.07753,,8.08444548078116,0.350429855903863,0.6545149644180819,0.0562684840726408
MLI,Mali,2009,8588.19064449608,2512.51385193183,5821.884918212234,370.072220412433,-116.28034606042098,Sub-Saharan Africa,Low income,33.0,15435539,787.482564287398,3.86904001235962,33.82219,5.942,7.41195,9.058143357692204,0.2925545037291442,0.6778942339785283,0.0430908250330471
MLT,Malta,2007,148527.984698483,109534.758704158,2148.02897149921,32827.7306328414,4017.4663899849984,Middle East & North Africa,High income,29.2,406724,19444.1741958382,5.95993995666504,98.68327,33.60277,14.79812,11.908528668618615,0.7374688273493873,0.0144621161854433,0.2210205080172793
MLT,Malta,2008,161438.472983225,123857.208297339,1101.80461412073,36335.3393425635,144.12072920199716,Middle East & North Africa,High income,29.0,409379,22315.3104212988,5.47429990768433,96.94891,32.41837,14.64723,11.991879376816394,0.7672099841418158,0.0068249196970242,0.2250723676402656
MLT,Malta,2009,157011.024448627,118838.892894072,910.421017960768,34910.0642629843,2351.646273610997,Middle East & North Africa,High income,30.2,412477,21176.3218262672,5.04781007766724,93.92541,35.51165,,11.964071301283184,0.7568824756821795,0.0057984528230286,0.2223414845268183
MLT,Malta,2010,151788.30928205,117686.741599038,917.790162799453,30894.316279416,2289.461240796023,Middle East & North Africa,High income,29.0,414508,21946.6069636029,6.20798015594482,100.03802,37.38576,15.50556,11.9302421270257,0.7753346891844934,0.0060465141692436,0.2035355451651339
MLT,Malta,2011,175715.276575278,140915.686447735,974.661215798947,32871.2163996126,953.7125121309656,Middle East & North Africa,High income,29.1,416268,23516.9691234302,7.57771015167236,101.15754,39.9993,15.02422,12.076620217323685,0.801954668906465,0.0055468211688549,0.1870709083483147
MLT,Malta,2012,179020.106553781,143384.199371368,903.425230736442,30785.1260611168,3947.355890559964,Middle East & North Africa,High income,29.4,420028,22878.3130866521,6.24788999557495,103.43495,42.4792,15.16574,12.09525340563077,0.800939079590441,0.0050465014691801,0.1719646281847585
MLT,Malta,2013,205448.544997106,168317.321220905,926.603365233159,29910.7056241414,6293.914786826004,Middle East & North Africa,High income,28.8,424810,25415.5566867731,7.40672016143799,97.87517,43.89137,15.2692,12.232950892257303,0.8192675261987179,0.0045101481017848,0.1455873324610925
MLT,Malta,2014,212156.206087415,166574.881084207,884.324255608832,34475.120124069,10221.880623530014,Middle East & North Africa,High income,29.0,433481,27424.5765646694,6.84973001480103,101.23485,44.33584,15.41316,12.265078103501754,0.7851520544988109,0.0041682695591024,0.1624987586262933
MLT,Malta,2015,204641.362485183,152250.994270424,816.861010592895,31526.456628167,20047.05057599803,Middle East & North Africa,High income,29.4,444220,25529.6813337717,4.91352987289429,95.36204,47.12258,15.70612,12.22901427475172,0.7439893500584356,0.0039916710906967,0.1540571087159843
MLT,Malta,2016,207951.908208862,163146.321144146,1215.33144838507,31937.8342141746,11652.421402155946,Middle East & North Africa,High income,29.1,454505,26459.0770929988,4.95570993423462,100.44335,48.60341,15.84723,12.24506212141586,0.784538706806603,0.0058442909173231,0.153582789834739
MLT,Malta,2017,234896.324147692,182262.791294432,1030.60589978674,34301.6079335614,17301.319019912044,Middle East & North Africa,High income,29.2,467106,30317.2443175543,4.34281015396118,107.20948,54.25992,16.10407,12.366899521940876,0.7759286653623134,0.0043874926673554,0.146028713127048
MNG,Mongolia,1998,7132.62018661614,2126.25315481192,2597.927940735378,3134.38194365006,-725.9428525812128,East Asia & Pacific,Upper middle income,30.3,2323809,483.878066074871,5.49302005767822,,21.17851,8.63132,8.872433933505256,0.298102674638653,0.3642319193737817,0.4394432707256033
MNG,Mongolia,2002,4807.66563255559,1955.55887305454,1893.203274291935,1936.60868003462,-977.705194825499,East Asia & Pacific,Upper middle income,32.9,2449027,570.249213248399,7.21078014373779,78.49714,35.79926,10.48844,8.477966929819127,0.4067585024657865,0.3937884659598453,0.4028168404476135
MNG,Mongolia,2007,17763.8218793335,3059.99204089768,12669.71263114921,2655.84474248617,-621.7275351995701,East Asia & Pacific,Upper middle income,35.8,2601850,1627.68787743359,4.69013023376465,93.67011,46.93032,,9.78491918930326,0.1722597795499,0.7132312357786701,0.1495086339261254
MNG,Mongolia,2010,35135.8483266739,5404.1103562019,29563.76982216264,3502.63357169199,-3334.66542338262,East Asia & Pacific,Upper middle income,33.1,2738622,2625.21881402433,4.64510011672974,106.54246,53.73474,14.58479,10.46697720810994,0.153806172714472,0.8414132924099308,0.0996883165912608
MNG,Mongolia,2011,57270.9313946593,8019.69382461199,49955.09253976258,4532.05050628317,-5235.90547599837,East Asia & Pacific,Upper middle income,33.9,2786317,3736.04201455077,4.60902976989746,,55.56042,,10.955548468476527,0.1400307910019401,0.8722591255853236,0.0791335219441847
MNG,Mongolia,2012,37975.2963378729,9908.19928066788,30521.872661846057,4696.90923131609,-7151.68483595711,East Asia & Pacific,Upper middle income,33.8,2839705,4328.89001905655,5.19520998001099,,58.52319,,10.544691130932485,0.2609117040855425,0.8037296770586747,0.1236832805602584
MNG,Mongolia,2014,26234.0977858307,12901.288343775,18368.136349783737,4362.42142208743,-9397.74832981545,East Asia & Pacific,Upper middle income,32.0,2963113,4126.23975800524,4.71484994888306,,63.86674,,10.174815285814615,0.4917755681593561,0.7001626852098017,0.1662882199228371
MNG,Mongolia,2016,25491.8219745379,11785.4445567548,19325.45894363912,4089.93514490918,-9709.01667076512,East Asia & Pacific,Upper middle income,32.3,3088856,3619.90026383792,5.18310022354126,,64.01918,,10.1461129728282,0.4623225663715407,0.7581042642986464,0.1604410680803571
